keyword,rank,適不適合,原因,domain_page,url,title
最新活動,1,1,train/valid have,https://travel.tycg.gov.tw ,https://travel.tycg.gov.tw/zh-tw/event,最新消息 - 桃園觀光導覽網
最新活動,2,0.5,,https://www.wowlavie.com ,https://www.wowlavie.com/tag/%E5%85%A8%E5%8F%B0%E6%9C%80%E6%96%B0%E5%B1%95%E8%A6%BD%E6%B4%BB%E5%8B%95,全台最新展覽活動 - La Vie
最新活動,3,0,blog,https://lovefree365.pixnet.net ,https://lovefree365.pixnet.net/blog/post/403149005-%E5%A5%BD%E7%8E%A9%E6%8E%A8%E8%96%A6%28%E5%85%A8%E5%8F%B0-%E5%8F%B0%E5%8C%97%2C%E5%8F%B0%E4%B8%AD%2C%E9%AB%98%E9%9B%84..%29%E5%B1%95%E8%A6%BD%2C%E6%B4%BB%E5%8B%95%E7%B8%BD,【展覽活動2023懶人包】5-7月全台-台北台中高雄..十大熱門 ...
最新活動,4,1,,https://www.klook.com ,https://www.klook.com/zh-TW/tetris/promo/event-theme-tw-monthly-popular/,2023全台6月最新活動及熱門好去處 - Klook
最新活動,5,,already select,https://strolltimes.com ,https://strolltimes.com/taoyuan/2540/,不斷更新／桃園活動資訊整理 - 漫步時光
最新活動,6,0,,https://www.ikea.com.tw ,https://www.ikea.com.tw/zh/campaign/latest-activities,最新活動 - IKEA
最新活動,7,1,train/valid have,https://www.tfam.museum ,https://www.tfam.museum/Event/Event.aspx,最新活動 - 臺北市立美術館
最新活動,8,1,train/valid have,https://www.beclass.com ,https://www.beclass.com/default.php?name=ShowList,瞧瞧別人的活動吧2023-05-29-第1頁 - BeClass線上報名系統
最新活動,9,1,,https://clab.org.tw ,https://clab.org.tw/events/,最新活動 - 臺灣當代文化實驗場
最新活動,10,0,,https://www.starbucks.com.tw ,https://www.starbucks.com.tw/stores/allevent.jspx,門市最新活動|星巴克| Starbucks Taiwan
最新活動,11,1,,https://www.janfusun.com.tw ,https://www.janfusun.com.tw/html/news/index.php?unid=2,劍湖山世界主題樂園｜最新消息
最新活動,12,1,,https://www.gvm.com.tw ,https://www.gvm.com.tw/activity,最新活動| 遠見雜誌- 前進的動力
最新活動,13,1,,https://travel.taichung.gov.tw ,https://travel.taichung.gov.tw/zh-tw/event/news,最新消息 - 臺中觀光旅遊網
最新活動,14,0,,https://www.scanteak.com.tw ,https://www.scanteak.com.tw/promotion-2/,最新活動 - 詩肯柚木
最新活動,15,0,,https://www.windsor.com.tw ,https://www.windsor.com.tw/pages/news,最新活動 - 溫莎堡烘焙坊WINDSOR
最新活動,16,0,,https://www.tigerfamily.com.tw ,https://www.tigerfamily.com.tw/pages/campaign,最新活動 - Tiger Family
最新活動,17,0,,https://www.binance.com ,https://www.binance.com/zh-TW/support/announcement/c-93?navId=93,幣安最新活動| Binance Support
最新活動,18,0,,https://www.ystore.com.tw ,https://www.ystore.com.tw/pages/event,最新活動 - ystore雅浩家具
最新活動,19,1,train/valid have,https://www.tainanoutlook.com ,https://www.tainanoutlook.com/tainan_info/all,台南熱門活動推薦#近期活動#市集#展覽#精選行程 - 台南意向
最新活動,20,0.5,detail page is picture,http://www.紫南宮.tw ,http://www.xn--6kry7q182a.tw/news/news01.htm,南投竹山紫南宮官方網站-最新活動
最新活動,21,1,,https://ilabor.ntpc.gov.tw ,https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities,最新活動公告 - 新北勞動雲
最新活動,22,0,,https://www.lg.com ,https://www.lg.com/tw/promotions,LG 最新活動  LG 台灣
最新活動,23,0,,https://www.mcdonalds.com ,https://www.mcdonalds.com/tw/zh-tw/whats-hot.html,現正推出：2023 最新優惠與活動｜麥當勞McDonald's
最新活動,24,1,,https://www.e-land.gov.tw ,https://www.e-land.gov.tw/News7.aspx?n=D5328C6C6FBB5D59&sms=56419D823B50B13B,宜蘭縣政府全球資訊網- Yilan County Government-最新活動
最新活動,25,1,,https://www.scsb.com.tw ,https://www.scsb.com.tw/content/news/index-event.jsp,公告/活動/中獎名單| 最新活動 - 上海商業儲蓄銀行
最新活動,26,0,,https://www.catchplay.com ,https://www.catchplay.com/events/promotion-list/tw/,最新活動｜CATCHPLAY+ 正版高畫質電影影集線上看
最新活動,27,0,,https://www.dayungs.com ,https://www.dayungs.com/category/%E6%9C%80%E6%96%B0%E6%B4%BB%E5%8B%95/,最新活動- 大苑子｜台灣鮮果第一品牌
最新活動,28,1,,https://www.skm.com.tw ,https://www.skm.com.tw/page_list/7/New,最新活動｜台中中港店｜新光三越百貨
最新活動,29,0,,https://www.bankee.com.tw ,https://www.bankee.com.tw/act.html,最新活動訊息- Bankee
最新活動,30,1,,https://www.csptc.gov.tw ,https://www.csptc.gov.tw/News.aspx?n=3306&sms=11765,最新活動消息 - 公務人員保障暨培訓委員會
最新活動,31,0,,https://news.rt-mart.com.tw ,https://news.rt-mart.com.tw/main,大潤發RT-MART官方網站
最新活動,32,1,,https://award.nmtl.gov.tw ,https://award.nmtl.gov.tw/informationlist?uid=2,最新活動 - 台灣文學獎
最新活動,33,1,,https://www.lourdes.org.tw ,https://www.lourdes.org.tw/Album.aspx?tid=358,最新活動 - 愛滋暨藥癮社區照顧-社團法人台灣露德協會
最新活動,34,0,,https://dawho.tw ,https://dawho.tw/hot/new/,最新活動| 大戶DAWHO - 新世代VIP數位帳戶
最新活動,35,0,,https://www.jurlique.com.tw ,https://www.jurlique.com.tw/pages/the-latest-activities,"最新活動 - Jurlique,茱莉蔻"
最新活動,36,0.5,null,http://www.engeniustech.com.tw ,http://www.engeniustech.com.tw/media/events/,媒體中心- 最新活動| EnGenius台灣- 恩碩科技
最新活動,37,0,,https://tw.laneige.com ,https://tw.laneige.com/events/,最新活動 - 蘭芝- Laneige
最新活動,38,0,,https://www.family.com.tw ,https://www.family.com.tw/Marketing/Event,FamilyMart 全家便利商店
最新活動,39,0,,https://www.victorsport.com.tw ,https://www.victorsport.com.tw/event.html,最新活動| VICTOR 勝利體育  台灣羽球第一品牌
最新活動,40,1,,https://www.ksml.edu.tw ,"https://www.ksml.edu.tw/LibNews/index.aspx?Parser=99,4,33,,,,,,,,,1,,,,,,1,,,1",高雄市立圖書館全球資訊網-最新消息-最新活動
最新活動,41,1,,https://www.farglory-oceanpark.com.tw ,https://www.farglory-oceanpark.com.tw/info,最新活動|Farglory Ocean Park - 花蓮 - 遠雄海洋公園
最新活動,42,0,,https://www.zhanlu.com.tw ,https://www.zhanlu.com.tw/latestnews/,最新活動| 湛盧咖啡- 你的每日手沖精品
最新活動,43,0,,https://www.wellscafe.tw ,https://www.wellscafe.tw/pages/%E6%9C%80%E6%96%B0%E6%B4%BB%E5%8B%95,最新活動Special Events - 井井咖啡
最新活動,44,0,,https://pay.line.me ,https://pay.line.me/portal/tw/about/promotions,活動訊息 - LINE Pay 行動支付
最新活動,45,0.5,,https://www.iridetaipei.com ,https://www.iridetaipei.com/zh-TW/Events,最新活動 - i-Ride TAIPEI
最新活動,46,0,,https://www.momoshop.com.tw ,https://www.momoshop.com.tw/category/MgrpCategory.jsp?m_code=2140900040&cateLevel=2,"最新活動,LG樂金,品牌旗艦- momo購物網- 好評推薦-2023年3月"
最新活動,47,0.5,,https://www.hkcec.com ,https://www.hkcec.com/zh/%E6%9C%80%E6%96%B0%E6%B4%BB%E5%8B%95,最新活動 - HKCEC
最新活動,48,0,,https://www.muji.com ,https://www.muji.com/tw/zh-hant/stories/SALE,最新活動｜ 無印良品 - Muji
最新活動,49,0,,https://info.sogo.com.tw ,https://info.sogo.com.tw/hcbc/news/23040611123146,多肉植物小花園蠟燭DIY|最新活動內容|新竹店 - SOGO百貨
最新活動,50,0,shop,https://tw.dynabook.com ,https://tw.dynabook.com/category/event/,最新活動彙整 - Dynabook
最新活動,51,0,,https://web-ch.scu.edu.tw ,https://web-ch.scu.edu.tw/japanese/web_page/3931,最新活動 - 東吳大學
最新活動,52,1,,https://lieyu.kinmen.gov.tw/travel/,https://lieyu.kinmen.gov.tw/travel/News.aspx?n=38E9BB303B0471DA&sms=3F98C9AF4C693214,烈嶼旅遊網-最新活動
最新活動,53,0,,https://www.sc.com ,https://www.sc.com/tw/promotions/credit-cards/,信用卡最新優惠活動– 渣打銀行台灣
最新活動,54,0,,http://promotion.gogoro.com ,http://promotion.gogoro.com/tw/events/,所有- Gogoro 購車優惠
